PT312,PT401,PT408-P,PT403-P,PT501,PT408-DP,PT403-DP,FT305,FT104-F,FT407-F,LI405,FT406-F,FT407-Dens,FT406-Dens,FT104-Dens,FT407-Temp,FT406-Temp,FT104-Temp,LI504,VC501,VC302,VC101,PO1,PT417
0.158298504,0.152804697,0.100623703,0.102346098,0.099706119,0.052022988,0.778781223,0.027688633,5.995453835,-0.247201905,0.883977771,1.084375024,1.25E+02,3.97E+02,9.99E+02,17.2503891,17.00246048,16.75502014,34.98488998,23.1551609,57.41387939,82.15943146,2.420000076,0.01484884
0.1583902,0.1529688,0.100531304,0.102346098,0.09971031,0.052223998,0.657184076,0.027680024,5.997448921,-0.247202203,0.885124683,0.966736019,1.28E+02,3.88E+02,9.99E+02,17.25045013,17.00251007,16.75502014,34.98286057,23.15007019,57.42414093,82.17816162,2.375,0.01484891
0.158481896,0.153132999,0.100584996,0.102346098,0.099714488,0.052323258,0.625712919,0.02766744,5.999444008,-0.247202605,0.886271477,1.003795028,1.28E+02,3.84E+02,9.99E+02,17.25049973,17.0025692,16.75502014,34.97929001,23.14496994,57.43439102,82.19689941,2.339999914,0.01484898
0.158742094,0.153351998,0.100638604,0.102328706,0.099718678,0.052422512,0.73443532,0.027651878,6.001438141,-0.247202903,0.886871517,1.029111981,1.28E+02,3.86E+02,9.99E+02,17.25056076,17.0026207,16.75502014,34.97571182,23.13987923,57.44464111,82.19696045,2.194999933,0.014849059
0.159049904,0.153626001,0.100692296,0.102313197,0.099722862,0.052640778,0.76590662,0.027630022,6.003433228,-0.247203305,0.886924624,1.005812049,1.28E+02,3.86E+02,9.99E+02,17.25061989,17.00267029,16.75502014,34.97212982,23.13478088,57.45489883,82.17835236,2.065000057,0.014849129
0.159236801,0.153730905,0.100814402,0.102317095,0.099727053,0.052870762,0.712258816,0.027612472,6.005427837,-0.247203693,0.886977673,0.994621873,1.37E+02,3.83E+02,9.99E+02,17.25068092,17.00271988,16.75502014,34.96855927,23.12969017,57.46514893,82.15973663,2.345000029,0.014849199
0.159316897,0.153666794,0.100868106,0.1023211,0.099731243,0.052993429,0.756604719,0.027604525,6.00742197,-0.247204006,0.88703078,1.021744013,1.46E+02,3.80E+02,9.99E+02,17.25073051,17.00276947,16.75502014,34.96498108,23.12458992,57.47541046,82.1411438,2.559999943,0.01484928
0.159290302,0.153602803,0.1007846,0.102324998,0.099735421,0.052954692,0.778777599,0.027595914,6.009417057,-0.247204393,0.887083888,1.027765036,1.46E+02,3.81E+02,9.99E+02,17.25078964,17.00281906,16.75502014,34.96139908,23.11949921,57.48566055,82.12254333,2.545000076,0.01484935
0.159263694,0.153538704,0.100850201,0.102329004,0.099739611,0.052754527,0.823126984,0.027585977,6.011412144,-0.247204795,0.887137115,1.006392002,1.46E+02,3.81E+02,9.99E+02,17.25083923,17.0028801,16.75502014,34.95782089,23.11440086,57.49591064,82.10392761,2.559999943,0.01484942
0.159126997,0.153282905,0.100885999,0.102332997,0.099743801,0.05267337,0.791655779,0.027580681,6.010327816,-0.247205094,0.887190223,1.100044966,1.46E+02,3.86E+02,9.99E+02,17.25090027,17.00292969,16.75502014,34.95425034,23.10931015,57.50616837,82.08531952,2.470000029,0.0148495
0.158722198,0.153000903,0.100823402,0.102336896,0.09974798,0.052420771,0.753031921,0.027558825,6.006165981,-0.247205496,0.887243271,1.160637021,1.36E+02,3.94E+02,9.99E+02,17.2509594,17.00297928,16.75502014,34.95066833,23.1042099,57.51641846,82.08574677,2.269999981,0.01484957
0.158401895,0.152884603,0.1008412,0.102340901,0.099752158,0.052091259,0.785933685,0.027535977,6.002004147,-0.247205794,0.887296498,1.189280987,1.26E+02,4.01E+02,9.99E+02,17.25102043,17.00303078,16.75502014,34.94710159,23.09911919,57.53232956,82.10520935,2.125,0.01484964
0.158324397,0.152768302,0.100859201,0.102344799,0.099756348,0.051975298,0.715835095,0.027528691,5.997841835,-0.247206196,0.887349606,1.236588955,1.26E+02,4.10E+02,9.99E+02,17.25107002,17.00308037,16.75502014,34.94351959,23.09402084,57.55389023,82.12467194,2.164999962,0.014849711
0.158247006,0.152651894,0.100876999,0.102348805,0.099760532,0.051859337,0.672919798,0.027516109,5.99368,-0.247206599,0.887402713,1.13667798,1.26E+02,4.09E+02,9.99E+02,17.25112915,17.0031395,16.75502014,34.93994141,23.08893013,57.5754509,82.14412689,2.355000019,0.014849789
0.158169496,0.152535605,0.100889003,0.102352703,0.099764723,0.051743382,0.685794401,0.027498228,5.989518166,-0.247206897,0.887455881,1.106719971,1.27E+02,4.02E+02,9.99E+02,17.25119019,17.00318909,16.75502014,34.93637085,23.08382988,57.5970192,82.16359711,2.450000048,0.01484986
0.158018398,0.152419305,0.100894904,0.102356696,0.099768913,0.051649523,0.691516399,0.027485313,5.985355854,-0.247207299,0.887508988,1.158782005,1.27E+02,4.05E+02,9.99E+02,17.25124931,17.00324059,16.77069092,34.93278885,23.07873917,57.61857986,82.18305969,2.359999895,0.01484993
0.157910597,0.152389395,0.1009009,0.102360594,0.099797732,0.051577759,0.685794401,0.027477366,5.98718977,-0.247207597,0.887562096,1.082697034,1.27E+02,4.06E+02,9.99E+02,17.25130081,17.00329018,16.78516006,34.92921066,23.07752037,57.64014053,82.20252228,2.299999952,0.01485001
0.157920003,0.1524459,0.100906801,0.1023646,0.099851179,0.051505989,0.672919798,0.027469419,5.995019913,-0.247207999,0.887858093,1.058305025,1.27E+02,4.01E+02,9.99E+02,17.25135994,17.00333977,16.78274918,34.92564011,23.08019066,57.66170883,82.22197723,2.335000038,0.01485008
0.157929504,0.1524158,0.100874102,0.102368498,0.099904633,0.051588798,0.648601103,0.027455512,6.002850056,-0.247208402,0.888396978,1.109272957,1.27E+02,3.95E+02,9.99E+02,17.25141907,17.00338936,16.78034019,34.92205811,23.08286095,57.6832695,82.21701813,2.424999952,0.01485015
0.157938898,0.152455699,0.1008026,0.102372503,0.099864233,0.051649082,0.637157011,0.027440279,6.010680199,-0.2472087,0.888935804,1.113350987,1.27E+02,3.93E+02,9.99E+02,17.25147057,17.00344086,16.77792931,34.91847992,23.08552933,57.70483017,82.18760681,2.390000105,0.014850231
0.158044303,0.152652395,0.100814402,0.102376497,0.099777162,0.051642042,0.680072308,0.027429682,6.013330936,-0.247209102,0.88947469,1.08386302,1.27E+02,3.93E+02,9.99E+02,17.25152969,17.00349998,16.77552032,34.91490936,23.08819962,57.72639084,82.15820313,2.36500001,0.014850301
0.158245802,0.152848995,0.100818396,0.102380395,0.099759942,0.051835167,0.708682489,0.027419084,6.010804176,-0.2472094,0.890013516,0.992773771,1.27E+02,3.90E+02,9.99E+02,17.25159073,17.00354958,16.77310944,34.91133118,23.09086037,57.74795914,82.12879944,2.380000114,0.014850371
0.158447301,0.153045702,0.100731003,0.1023844,0.099765378,0.052118743,0.735864115,0.027418418,6.008276939,-0.247209802,0.890552402,0.966267288,1.27E+02,3.83E+02,9.99E+02,17.25164986,17.00359917,16.77069092,34.90774918,23.09353065,57.76951981,82.09938812,2.430000067,0.014850441
0.158624697,0.153212905,0.100643599,0.102388299,0.09977082,0.0524023,0.775921917,0.027468756,6.005750179,-0.2472101,0.890823424,1.032382965,1.27E+02,3.79E+02,9.99E+02,17.25169945,17.00365067,16.76828003,34.90417862,23.09620094,57.79108047,82.09516144,2.400000095,0.01485052
0.158778203,0.153479099,0.100671399,0.102392304,0.099776262,0.05250572,0.735865879,0.027592602,6.002122879,-0.247210503,0.890826583,1.057770014,1.32E+02,3.81E+02,9.99E+02,17.25176048,17.00370026,16.76586914,34.90060043,23.09886932,57.81264114,82.11611176,2.38499999,0.01485059
0.159087801,0.153691602,0.100814498,0.102396202,0.099781698,0.052607173,0.660045099,0.027705193,5.997396946,-0.247210905,0.890829682,1.062237978,1.38E+02,3.85E+02,9.99E+02,17.25181961,17.00375938,16.76346016,34.89702988,23.10153961,57.82823181,82.1370697,2.519999981,0.01485066
0.159353697,0.153722,0.100826395,0.102400196,0.099787152,0.052886772,0.677211285,0.02773897,5.992671013,-0.247211203,0.89083302,1.046406984,1.38E+02,3.88E+02,9.99E+02,17.2518692,17.00381088,16.76104927,34.89345169,23.10420036,57.83784103,82.15802002,2.349999905,0.01485074
0.159419799,0.153752196,0.1007936,0.102404106,0.099792588,0.052991551,0.754462385,0.027745588,5.987946033,-0.247211605,0.89083612,0.977832019,1.38E+02,3.87E+02,9.99E+02,17.25193024,17.00386047,16.75864029,34.88986969,23.10687065,57.84745026,82.17897034,2.194999933,0.01485081
0.159485805,0.153782499,0.100847197,0.102408099,0.09979803,0.052921468,0.824561119,0.027741614,5.9832201,-0.247211903,0.890839279,1.010185003,1.36E+02,3.82E+02,9.99E+02,17.25198936,17.00391006,16.7562294,34.88629913,23.10954094,57.85707092,82.19992828,2.164999962,0.01485088
0.159404898,0.1536232,0.1009009,0.102411997,0.099803472,0.052851403,0.834574699,0.027719099,5.980776787,-0.247212306,0.890842497,1.071259022,1.34E+02,3.83E+02,9.99E+02,17.25204086,17.00395966,16.83338928,34.88272095,23.11220932,57.86668015,82.2208786,2.140000105,0.01485095
0.159177101,0.153390205,0.100954497,0.102416003,0.099808908,0.052641863,0.791655779,0.027701217,5.980617046,-0.247212693,0.890845716,1.067921042,1.34E+02,3.88E+02,9.99E+02,17.25209999,17.00400925,16.91175079,34.87913895,23.11487961,57.87628937,82.24182892,2.369999886,0.014851031
0.158949196,0.153273106,0.100945497,0.102419996,0.099826902,0.052434272,0.761611509,0.027687969,5.980455875,-0.247213006,0.890848815,1.100425959,1.34E+02,3.94E+02,9.99E+02,17.25215912,17.00407028,16.91175079,34.87556076,23.11754036,57.88589859,82.26278687,2.535000086,0.014851101
0.158796096,0.153155994,0.100909805,0.102423894,0.09985745,0.052368093,0.737292814,0.027671083,5.983769894,-0.247213393,0.891818404,1.100054979,1.34E+02,4.01E+02,9.99E+02,17.25222015,17.00411987,16.91175079,34.8719902,23.12021065,57.89551926,82.28373718,2.555000067,0.014851169
0.158717799,0.153039002,0.100957501,0.1024279,0.099888003,0.052251709,0.677211285,0.027650553,5.990558147,-0.247213796,0.893754423,1.090288997,1.30E+02,4.04E+02,9.99E+02,17.25226974,17.00416946,16.91175079,34.92264938,23.12288094,57.90512848,82.27406311,2.359999895,0.01485125
0.158639395,0.152921903,0.101029098,0.102431798,0.099918538,0.052085137,0.728713322,0.027642275,5.997345924,-0.247214094,0.895690382,1.102560997,1.26E+02,4.03E+02,9.99E+02,17.25233078,17.00421906,16.78636932,34.9727211,23.12554932,57.91474152,82.23375702,2.299999952,0.01485132
0.158561099,0.152804804,0.101034999,0.102438295,0.099949092,0.051942641,0.786650801,0.027634324,6.004134178,-0.247214496,0.897626281,1.133810043,1.26E+02,4.02E+02,9.99E+02,17.25238991,17.00427055,16.66098976,34.96796036,23.1282196,57.92435074,82.19345856,2.49000001,0.01485139
0.158394802,0.152684104,0.1009992,0.1024472,0.099979639,0.051824212,0.722274208,0.02761247,6.010921955,-0.247214794,0.899562418,1.179762006,1.26E+02,4.06E+02,9.99E+02,17.25245094,17.00432968,16.66098976,34.96318817,23.13088036,57.93395996,82.1531601,2.50999999,0.01485147
0.158140397,0.152559698,0.101011097,0.102456105,0.100010204,0.051672977,0.684363794,0.02758863,6.017710209,-0.247215196,0.901498318,1.123965025,1.26E+02,4.09E+02,9.99E+02,17.25250053,17.00437927,16.66098976,34.9584198,23.13355064,57.94358063,82.11284637,2.375,0.01485154
0.1579916,0.152497697,0.101070797,0.102465105,0.100040698,0.051488948,0.684363794,0.027573066,6.018177032,-0.247215599,0.903635323,1.092468023,1.30E+02,4.06E+02,9.99E+02,17.25255966,17.00443077,16.66098976,34.95365143,23.13622093,57.95318985,82.07256317,2.329999924,0.01485161
0.157948399,0.152498198,0.101068795,0.102473998,0.100071299,0.051398277,0.695807886,0.027565778,6.012322903,-0.247215897,0.905973077,1.09861505,1.34E+02,4.04E+02,9.99E+02,17.25260925,17.00448036,16.70800018,34.94887924,23.13888931,57.96279907,82.06738281,2.444999933,0.01485168
0.157905102,0.152498698,0.101005197,0.102482903,0.100101805,0.051400971,0.637157011,0.02755419,6.006468773,-0.247216299,0.908311129,1.037485003,1.34E+02,4.01E+02,9.99E+02,17.25267029,17.00452995,16.75502014,34.94411087,23.1415596,57.97299957,82.09734344,2.535000086,0.014851759
0.158011496,0.152618301,0.100941598,0.102491796,0.100100505,0.051484847,0.631434917,0.027542489,6.00061512,-0.247216597,0.910648882,1.021041989,1.34E+02,3.96E+02,9.99E+02,17.25272942,17.00457954,16.75502014,34.93933868,23.14422035,57.98376846,82.12728119,2.404999971,0.014851829
0.158267498,0.152948201,0.1009197,0.102500796,0.100067306,0.051649928,0.691516399,0.027534987,5.99476099,-0.247217,0.912986815,1.027454972,1.34E+02,3.95E+02,9.99E+02,17.25279045,17.00462914,16.75502014,34.93457031,23.14689064,57.99454117,82.15722656,2.180000067,0.014851899
0.158603799,0.153369403,0.100939596,0.102509701,0.100033999,0.051960939,0.720126581,0.027527479,5.988905907,-0.247217298,0.915324688,1.052615047,1.32E+02,3.92E+02,9.99E+02,17.25284004,17.00469017,16.75502014,34.92980957,23.14956093,58.00531006,82.18718719,2.164999962,0.01485198
0.1590204,0.1537184,0.100959504,0.102518594,0.100000799,0.052417892,0.735862303,0.027633667,5.983051777,-0.2472177,0.917662621,1.134747028,1.30E+02,3.93E+02,9.99E+02,17.25289917,17.00473976,16.73934937,34.9250412,23.15222931,58.01607895,82.21713257,2.265000105,0.01485205
0.159376705,0.153995001,0.100979304,0.102528501,0.099967569,0.052768809,0.729425001,0.027812472,5.977198124,-0.247218102,0.919221878,1.115759015,1.30E+02,3.95E+02,9.99E+02,17.25296021,17.00478935,16.72005081,34.92026901,23.1548996,57.98952866,82.2470932,2.315000057,0.01485212
0.159672999,0.154271698,0.1009992,0.102539206,0.099962819,0.053013712,0.739438486,0.027921083,5.971343994,-0.2472184,0.92000258,1.021018028,1.30E+02,3.90E+02,9.99E+02,17.25301933,17.00484085,16.71282005,34.91550064,23.15756035,57.92564011,82.27703857,2.390000105,0.0148522
0.159969294,0.154431903,0.101019096,0.102550006,0.099986547,0.053258598,0.788794708,0.028008499,5.972111225,-0.247218803,0.920783222,1.052638054,1.35E+02,3.84E+02,9.99E+02,17.25307083,17.00489044,16.70558929,34.91072845,23.16023064,57.86175919,82.30697632,2.400000095,0.014852271
0.160125506,0.154475403,0.101160097,0.102560699,0.1000103,0.053347182,0.832667446,0.028080694,5.979498863,-0.247219101,0.921563923,1.075641036,1.40E+02,3.92E+02,9.99E+02,17.25312996,17.00494957,16.69835091,34.90596008,23.16290092,57.79787827,82.33693695,2.355000019,0.014852341
0.160141695,0.154518902,0.101321101,0.102571404,0.100033999,0.053279448,0.831713677,0.02815225,5.986886978,-0.247219503,0.922344625,1.031738043,1.40E+02,3.99E+02,9.99E+02,17.25318909,17.00499916,16.69112015,34.90119934,23.16556931,57.73400116,82.33719635,2.444999933,0.014852411
0.160157895,0.154418397,0.101380706,0.102631605,0.100057805,0.053211719,0.830760002,0.028237,5.994275093,-0.247219905,0.923125207,1.076439023,1.40E+02,3.97E+02,9.99E+02,17.25324059,17.00505066,16.68388939,34.89643097,23.16823959,57.6701088,82.3077774,2.494999886,0.01485249
0.160014498,0.154173899,0.101440299,0.102741098,0.100081503,0.053005737,0.777350712,0.028292639,5.996829987,-0.247220203,0.92390579,1.108399987,1.40E+02,3.97E+02,9.99E+02,17.25329971,17.00510025,16.67664909,34.89165115,23.17090034,57.60623169,82.27835083,2.349999905,0.01485256
0.159711504,0.1539294,0.101499903,0.102817297,0.100105202,0.052661502,0.741584301,0.028346278,6.004566193,-0.247220606,0.9242962,1.117656946,1.38E+02,3.98E+02,9.99E+02,17.25336075,17.00514984,16.66942024,34.88689041,23.17357063,57.54235077,82.24893188,2.309999943,0.01485263
0.159408498,0.153604698,0.101559496,0.102860105,0.100200605,0.052317262,0.850306702,0.028423778,6.013731003,-0.247220904,0.924886286,1.179239035,1.36E+02,4.00E+02,9.99E+02,17.25341034,17.00521088,16.66218948,34.88211823,23.17624092,57.4784584,82.21951294,2.450000048,0.01485271
0.159105504,0.153199804,0.101619101,0.102902901,0.100308394,0.051973033,0.921835899,0.028500582,6.014310837,-0.247221306,0.926066518,1.192525983,1.36E+02,4.06E+02,9.99E+02,17.25346947,17.00526047,16.65496063,34.87734985,23.1789093,57.4145813,82.19008636,2.529999971,0.01485278
0.158802497,0.152794898,0.101577401,0.102955604,0.100357199,0.051628792,0.881781578,0.028547611,6.014891148,-0.247221693,0.927246571,1.188302994,1.36E+02,4.07E+02,9.99E+02,17.2535305,17.00531006,16.64772034,34.87258148,23.18157959,57.35070038,82.16065979,2.434999943,0.01485285
0.158384001,0.152545798,0.101525796,0.1030182,0.100406003,0.05122397,0.821696472,0.028540999,6.013016224,-0.247222006,0.928426802,1.197209001,1.36E+02,4.08E+02,9.99E+02,17.25358963,17.00535965,16.64048958,34.8678093,23.18729019,57.28681946,82.13123322,2.325000048,0.01485292
0.158033502,0.152452397,0.101565504,0.103080797,0.100454795,0.050918752,0.725848723,0.028391972,6.008685112,-0.247222394,0.928618371,1.188459992,1.29E+02,4.13E+02,9.99E+02,17.25363922,17.00540924,16.63326073,34.87308884,23.1960392,57.22293091,82.12566376,2.25,0.014853001
0.157951796,0.152359104,0.101605201,0.103143406,0.100503504,0.050773698,0.695807886,0.028199251,6.004354,-0.247222796,0.927821398,1.159842968,1.21E+02,4.14E+02,9.99E+02,17.25370026,17.00546074,16.69232941,34.8884201,23.20479012,57.19633102,82.14391327,2.25,0.014853071
0.157955301,0.152346098,0.101505899,0.103161097,0.100552297,0.050813472,0.697238398,0.028117778,6.000022888,-0.247223094,0.927024424,1.079965949,1.21E+02,4.06E+02,9.99E+02,17.25375938,17.00551033,16.75502014,34.90375137,23.21355057,57.20700073,82.16217041,2.319999933,0.014853141
0.157958698,0.152413702,0.101446295,0.103133798,0.100601101,0.05084917,0.745879507,0.028018445,5.995693207,-0.247223496,0.926227391,1.070991993,1.21E+02,4.00E+02,9.99E+02,17.25381088,17.00556946,16.75502014,34.91907883,23.22229958,57.21768188,82.18042755,2.315000057,0.01485322
0.157962203,0.152529395,0.101565504,0.103106594,0.100649905,0.050797439,0.773060894,0.027929721,5.991362095,-0.247223794,0.925430417,1.097246051,1.21E+02,4.02E+02,9.99E+02,17.25387001,17.00561905,16.75502014,34.93439865,23.23105049,57.22835159,82.19867706,2.484999895,0.01485329
0.158109999,0.152693403,0.1015535,0.103079295,0.100683701,0.050995779,0.681504583,0.027942973,5.987030983,-0.247224197,0.924633384,1.088832021,1.19E+02,4.00E+02,9.99E+02,17.25392914,17.00567055,16.75502014,34.94972992,23.23981094,57.23902893,82.21694946,2.450000048,0.01485336
0.158402205,0.152960599,0.101517797,0.103051996,0.100657296,0.051195532,0.681502819,0.028006528,5.982699871,-0.247224495,0.92383641,1.084496021,1.17E+02,3.95E+02,9.99E+02,17.25399017,17.00572014,16.72366905,34.96506119,23.24855995,57.24969864,82.2352066,2.339999914,0.01485344
0.158694303,0.153331101,0.101458204,0.103024805,0.100601804,0.051442587,0.717265606,0.028084693,5.981595993,-0.247224897,0.922223687,1.038336992,1.17E+02,3.90E+02,9.99E+02,17.25403976,17.00576973,16.69001007,34.94589996,23.25731087,57.22446823,82.25346375,2.434999943,0.01485351
0.159001505,0.153701603,0.101406503,0.102997506,0.100562596,0.051884162,0.684363794,0.028164806,5.983719826,-0.247225299,0.919795394,1.013851047,1.17E+02,3.87E+02,9.99E+02,17.2541008,17.00583076,16.68535995,34.89225006,23.26606941,57.16334152,82.27172089,2.345000029,0.01485358
0.159387505,0.154072106,0.101494002,0.102970302,0.1005234,0.052266491,0.70152998,0.028239,5.985843182,-0.247225598,0.917366982,1.010743022,1.27E+02,3.81E+02,9.99E+02,17.25415993,17.00588036,16.68071938,34.91907883,23.27482033,57.10219955,82.28160858,2.25,0.01485365
0.159837401,0.154442596,0.101581395,0.102943003,0.1004843,0.052589572,0.813113403,0.028299917,5.987966061,-0.247226,0.914938688,0.993836999,1.37E+02,3.75E+02,9.99E+02,17.25421906,17.00592995,16.6760807,34.96899033,23.28358078,57.04106903,82.2831192,2.430000067,0.014853729
0.160128903,0.154670203,0.101609194,0.102934802,0.100445104,0.052912641,0.830279541,0.028360833,5.99008894,-0.247226298,0.912510395,0.976930976,1.37E+02,3.74E+02,9.99E+02,17.25427055,17.00597954,16.67143059,34.9615097,23.29232979,56.97993088,82.28463745,2.369999886,0.014853799
0.160262001,0.154643798,0.101577401,0.102945602,0.100405896,0.053128552,0.814543915,0.02842375,5.992212772,-0.2472267,0.910081983,1.014672995,1.37E+02,3.73E+02,9.99E+02,17.25432968,17.00602913,16.66679001,34.95404053,23.3010807,56.91880035,82.28614807,2.194999933,0.014853869
0.160302806,0.154506195,0.101545596,0.102956402,0.1003667,0.053090262,0.830283165,0.028466805,5.993668079,-0.247227103,0.907653689,1.083235979,1.37E+02,3.78E+02,9.99E+02,17.25437927,17.00608063,16.66214943,34.94657898,23.30982971,56.85766983,82.28765869,2.369999886,0.01485395
0.160125005,0.154368603,0.101589298,0.102967203,0.100380802,0.052904952,0.836005211,0.028472777,5.994453907,-0.247227401,0.905225277,1.106076002,1.33E+02,3.85E+02,9.99E+02,17.25444031,17.00613976,16.65749931,34.93909836,23.31472015,56.79653931,82.28917694,2.559999943,0.01485402
0.159973002,0.154173994,0.101666796,0.102978098,0.100448299,0.052719653,0.838866234,0.028454223,5.995241165,-0.247227803,0.903667927,1.173699021,1.29E+02,3.92E+02,9.99E+02,17.25449944,17.00618935,16.65286064,34.93162918,23.31574059,56.73540115,82.29068756,2.36500001,0.01485409
0.159779298,0.153922498,0.101702595,0.102988899,0.100443602,0.052513152,0.840296745,0.028379389,5.996026993,-0.247228101,0.902981222,1.205950022,1.29E+02,4.01E+02,9.99E+02,17.25456047,17.00624084,16.64821053,34.92416,23.31674957,56.67427063,82.29219818,2.305000067,0.01485417
0.159424102,0.153671002,0.101696706,0.102999699,0.100462103,0.052285463,0.860323906,0.028211195,5.99681282,-0.247228503,0.902294576,1.165403962,1.29E+02,4.06E+02,9.99E+02,17.25461006,17.00629044,16.64356995,34.91669083,23.31777,56.65375137,82.29371643,2.390000105,0.01485424
0.1591012,0.153293002,0.101648998,0.1030105,0.100575995,0.052057773,0.823130608,0.028043611,5.997600079,-0.247228906,0.901607871,1.170276046,1.29E+02,4.08E+02,9.99E+02,17.25466919,17.00634003,16.63892937,34.90922165,23.31879044,56.67385101,82.29522705,2.444999933,0.014854311
0.158778298,0.152981305,0.101601303,0.1030213,0.100616503,0.051691812,0.735865879,0.027947583,5.998385906,-0.247229204,0.902535379,1.165933013,1.31E+02,4.10E+02,9.99E+02,17.25473022,17.00639915,16.63427925,34.90174866,23.31981087,56.69395065,82.29673767,2.369999886,0.014854381
0.1585284,0.152862001,0.101553595,0.1030321,0.100583506,0.05138858,0.695807886,0.027901251,5.996623039,-0.247229606,0.905076981,1.136217952,1.32E+02,4.11E+02,9.99E+02,17.25478935,17.00645065,16.62964058,34.89427948,23.32081985,56.71405029,82.29824829,2.150000095,0.01485446
0.158351302,0.152742803,0.101505899,0.103020597,0.100550401,0.051286382,0.675780821,0.02787639,5.992311001,-0.247229904,0.907618582,1.106502056,1.32E+02,4.09E+02,9.99E+02,17.25484085,17.00650024,16.625,34.8868103,23.32184029,56.73416138,82.29976654,2.099999905,0.01485453
0.158247197,0.152683199,0.101458204,0.102986896,0.100517404,0.051260239,0.694377518,0.027847917,5.987998009,-0.247230306,0.910160124,1.100535989,1.32E+02,4.06E+02,9.99E+02,17.25489998,17.00654984,16.62034988,34.87934113,23.32284927,56.75426102,82.30127716,2.194999933,0.0148546
0.158216,0.152644098,0.101410496,0.102953196,0.100484395,0.051310182,0.74015379,0.027831667,5.988879204,-0.247230694,0.912701726,1.118319035,1.25E+02,4.03E+02,9.99E+02,17.25495911,17.00659943,16.6157093,34.87186813,23.32386971,56.77436066,82.30278778,2.265000105,0.01485468
0.158184898,0.152726197,0.101303196,0.1029194,0.100451398,0.051360112,0.684363794,0.027823749,5.994955063,-0.247231007,0.915243328,1.107326984,1.18E+02,3.99E+02,9.99E+02,17.2550106,17.00665092,16.61105919,34.86439896,23.32489014,56.7944603,82.30431366,2.335000038,0.01485475
0.158254898,0.152969003,0.101196003,0.102885699,0.100418401,0.051470661,0.592811108,0.027815111,6.001030922,-0.247231394,0.917577386,1.10106802,1.18E+02,3.94E+02,9.99E+02,17.25506973,17.00670052,16.60642052,34.86137009,23.32591057,56.81455994,82.30581665,2.309999943,0.01485482
0.158625698,0.153247404,0.101267505,0.102851999,0.100385404,0.05164184,0.631434917,0.02779925,6.007106781,-0.247231707,0.919704199,1.104480028,1.18E+02,3.92E+02,9.99E+02,17.25513077,17.00675964,16.60177994,34.8628006,23.32691956,56.83467102,82.30317688,2.230000019,0.01485489
0.158924496,0.153403902,0.101349402,0.102820098,0.100352299,0.051944119,0.697238398,0.027778723,6.009194851,-0.247232094,0.921830893,1.08405304,1.18E+02,3.92E+02,9.99E+02,17.25518036,17.00680923,16.59712982,34.86421967,23.32793999,56.85477066,82.29640198,2.400000095,0.014854971
0.158951795,0.153402805,0.101322603,0.102790105,0.100319302,0.052133161,0.677926493,0.027770098,6.007295132,-0.247232497,0.923957586,1.038256049,1.23E+02,3.88E+02,9.99E+02,17.25523949,17.00686073,16.59248924,34.86565018,23.32896042,56.8748703,82.28962708,2.285000086,0.014855041
0.158979106,0.153366005,0.101295805,0.102760196,0.100302804,0.052077872,0.676496077,0.027752874,6.005393982,-0.247232795,0.92608428,1.022793055,1.28E+02,3.84E+02,9.99E+02,17.25530052,17.00691032,16.58785057,34.86706924,23.32998085,56.89496994,82.28283691,2.109999895,0.014855111
0.158895397,0.1532933,0.101268995,0.102730203,0.100302804,0.05202257,0.70152998,0.027734333,6.003493786,-0.247233197,0.928210974,1.02236104,1.28E+02,3.84E+02,9.99E+02,17.25535965,17.00695992,16.58320045,34.86849976,23.33098984,56.91506958,82.27606964,2.265000105,0.01485519
0.158700597,0.153220606,0.101242101,0.102700198,0.100302804,0.051967269,0.704391003,0.027721528,6.00159502,-0.247233495,0.929572999,1.000615001,1.28E+02,3.85E+02,9.99E+02,17.25540924,17.00702095,16.57855988,34.86991882,23.33201027,56.93516922,82.26928711,2.230000019,0.01485526
0.158586001,0.1531479,0.101215303,0.1026703,0.100302804,0.051911968,0.682933283,0.027701217,5.999693871,-0.247233897,0.930170178,1.009446979,1.28E+02,3.82E+02,9.99E+02,17.25547028,17.00707054,16.5739193,34.87134933,23.33301926,56.9552803,82.26251221,2.289999962,0.01485533
0.158551598,0.153075099,0.101188505,0.102640295,0.100302804,0.051856679,0.717265606,0.027680908,5.997794151,-0.2472343,0.930767477,1.060163021,1.33E+02,3.85E+02,9.99E+02,17.2555294,17.00712013,16.56926918,34.8727684,23.33403969,56.97537994,82.25572968,2.38499999,0.01485541
0.158517301,0.153025401,0.101161695,0.102610302,0.100302804,0.051880288,0.753028393,0.027664791,5.998001099,-0.247234598,0.931364775,1.082262993,1.38E+02,3.90E+02,9.99E+02,17.2555809,17.00716972,16.64530945,34.87419128,23.33506012,56.99547958,82.24894714,2.36500001,0.01485548
0.158599901,0.152998495,0.101070797,0.102580404,0.100302804,0.05198282,0.735862303,0.027652872,6.000314236,-0.247235,0.931962013,1.06082499,1.38E+02,3.88E+02,9.99E+02,17.25564003,17.00721931,16.72366905,34.8756218,23.33608055,57.01557922,82.24217224,2.484999895,0.01485555
